Register_No,Batch,Sex,Age,Address,Mother Education,Father Education,Financial Status,SSLC marks,PUC marks,BE_marks,Number of failures,Bad habits,Study time,Activities,Sports,Health,Scholarships
4RA13EE014,13,male,26,Rural,SSLC,PUC/Diploma,Medium,33,34,36,2,No,1,Yes,No,Good,No
4RA13EE015,13,female,26,Urban,SSLC,SSLC,Rich,35,29,34,2,No,5,Yes,No,Good,No
4RA13EE016,13,male,24,Rural,SSLC,PUC/Diploma,Medium,43,37,45,0,Yes,4,Yes,Yes,Good,No
4RA13EE017,13,male,24,Rural,PUC/Diploma,SSLC,Rich,56,50,42,0,No,4,Yes,No,Poor,Yes
4RA13EE018,13,male,25,Rural,Degree,Degree,Medium,55,48,33,1,No,2,No,No,Good,Yes
4RA13EE019,13,male,24,Urban,PUC/Diploma,PUC/Diploma,Rich,55,60,66,0,Yes,3,No,Yes,Poor,No
4RA13EE020,13,male,25,Rural,SSLC,SSLC,Poor,38,23,39,1,Yes,5,No,Yes,Poor,No
4RA13EE021,13,male,24,Urban,PUC/Diploma,PUC/Diploma,Medium,62,48,38,0,Yes,5,Yes,No,Poor,No
4RA13EE022,13,female,24,Urban,Degree,Degree,Poor,85,89,73,0,Yes,3,Yes,Yes,Good,Yes
4RA13EE024,13,female,24,Urban,SSLC,PUC/Diploma,Medium,86,90,73,0,Yes,2,Yes,Yes,Good,No
4RA13EE025,13,female,25,Rural,SSLC,SSLC,Poor,36,38,23,1,Yes,4,Yes,No,Good,Yes
4RA13EE026,13,male,24,Rural,Degree,Degree,Poor,92,86,79,0,No,2,Yes,No,Good,No
4RA13EE027,13,female,24,Urban,Degree,Degree,Poor,62,56,57,0,Yes,5,Yes,Yes,Good,No
4RA13EE028,13,male,24,Urban,SSLC,Degree,Medium,63,56,50,0,No,1,No,No,Good,No
4RA13EE029,13,female,24,Rural,PUC/Diploma,PUC/Diploma,Medium,85,89,78,0,Yes,2,Yes,Yes,Good,No
4RA13EE030,13,female,24,Urban,PUC/Diploma,Degree,Rich,67,55,69,0,No,2,No,No,Good,No
4RA13EE031,13,female,24,Urban,SSLC,PUC/Diploma,Medium,91,92,70,0,Yes,4,Yes,Yes,Good,No
4RA13EE032,13,male,24,Urban,Degree,Degree,Poor,89,82,68,0,Yes,5,No,No,Good,No
4RA13EE033,13,male,24,Rural,SSLC,SSLC,Medium,46,41,41,0,Yes,2,No,No,Good,No
4RA13EE034,13,female,24,Urban,PUC/Diploma,PUC/Diploma,Poor,51,61,56,0,No,2,No,No,Poor,No
4RA13EE035,13,male,24,Rural,SSLC,SSLC,Medium,55,59,63,0,Yes,2,Yes,No,Good,Yes
4RA13EE036,13,female,24,Urban,SSLC,SSLC,Rich,51,63,74,0,No,1,No,Yes,Poor,No
4RA13EE037,13,male,24,Rural,SSLC,PUC/Diploma,Medium,70,85,77,0,Yes,2,Yes,No,Good,Yes
4RA13EE038,13,male,24,Urban,SSLC,SSLC,Poor,92,86,81,0,Yes,3,Yes,Yes,Good,Yes
4RA13EE039,13,male,24,Rural,SSLC,Degree,Medium,49,46,40,0,No,1,Yes,Yes,Good,Yes
4RA13EE040,13,male,24,Urban,Degree,SSLC,Poor,88,85,78,0,No,1,No,No,Good,No
4RA13EE041,13,male,24,Urban,SSLC,PUC/Diploma,Medium,93,81,77,0,No,5,Yes,No,Good,No
4RA13EE042,13,female,24,Urban,PUC/Diploma,PUC/Diploma,Medium,92,80,83,0,No,1,No,No,Good,Yes
4RA13EE043,13,female,25,Urban,SSLC,SSLC,Rich,35,32,40,1,No,1,No,No,Good,No
4RA13EE045,13,female,25,Urban,Degree,PUC/Diploma,Rich,41,40,28,1,No,2,No,Yes,Poor,No
4RA13EE046,13,male,24,Rural,SSLC,PUC/Diploma,Medium,48,37,38,0,No,4,No,Yes,Poor,No
4RA13EE047,13,male,24,Urban,SSLC,Degree,Poor,78,81,79,0,Yes,3,Yes,No,Good,No
4RA13EE048,13,female,23,Rural,SSLC,PUC/Diploma,Medium,92,91,83,0,Yes,5,No,No,Good,Yes
4RA13EE049,13,female,24,Rural,SSLC,SSLC,Medium,61,74,73,0,Yes,5,No,No,Good,No
4RA13EE050,13,female,24,Rural,PUC/Diploma,Degree,Poor,51,57,48,0,No,4,Yes,No,Good,No
4RA13EE051,13,male,24,Urban,SSLC,PUC/Diploma,Rich,71,86,86,0,No,3,Yes,Yes,Good,Yes
4RA13EE052,13,male,24,Urban,SSLC,PUC/Diploma,Medium,77,65,77,0,Yes,1,Yes,Yes,Poor,No
4RA13EE053,13,male,24,Rural,PUC/Diploma,SSLC,Rich,42,35,42,0,Yes,3,No,Yes,Good,No
4RA13EE054,13,female,24,Urban,PUC/Diploma,Degree,Medium,65,74,73,0,Yes,4,No,Yes,Poor,No
4RA13EE055,13,female,24,Rural,SSLC,PUC/Diploma,Medium,45,41,37,0,No,4,No,Yes,Good,Yes
4RA13EE056,13,male,24,Urban,Degree,SSLC,Medium,60,52,65,0,No,3,Yes,No,Good,No
4RA13EE059,13,male,24,Urban,PUC/Diploma,SSLC,Poor,48,54,46,0,Yes,3,Yes,Yes,Good,Yes
4RA13EE060,13,male,25,Rural,SSLC,PUC/Diploma,Medium,36,32,39,1,Yes,2,No,No,Good,Yes
4RA13EE062,13,male,24,Urban,PUC/Diploma,Degree,Medium,39,54,63,0,No,3,Yes,No,Good,Yes
4RA13EE063,13,female,24,Rural,SSLC,PUC/Diploma,Medium,76,75,71,0,No,2,Yes,Yes,Good,No
4RA13EE064,13,female,24,Urban,SSLC,PUC/Diploma,Poor,38,51,62,0,Yes,1,Yes,Yes,Good,No
4RA13EE065,13,female,24,Urban,Degree,Degree,Poor,74,88,82,0,No,5,Yes,No,Good,No
4RA13EE066,13,female,24,Urban,SSLC,PUC/Diploma,Medium,94,80,75,0,No,3,Yes,No,Good,Yes
4RA13EE067,13,female,24,Urban,SSLC,SSLC,Poor,66,72,69,0,No,2,No,Yes,Good,No
4RA13EE068,13,male,24,Urban,PUC/Diploma,PUC/Diploma,Medium,49,47,51,0,Yes,3,Yes,No,Good,No
4RA13EE069,13,male,24,Rural,SSLC,PUC/Diploma,Medium,56,53,66,0,Yes,1,No,Yes,Good,No
4RA13EE070,13,male,24,Rural,PUC/Diploma,PUC/Diploma,Medium,58,48,47,0,No,1,No,Yes,Poor,Yes
4RA13EE071,13,male,25,Urban,PUC/Diploma,PUC/Diploma,Poor,41,32,45,1,Yes,2,Yes,No,Good,No
4RA13EE072,13,female,24,Urban,SSLC,PUC/Diploma,Medium,73,70,61,0,Yes,5,No,Yes,Good,No
4RA13EE073,13,female,24,Rural,SSLC,PUC/Diploma,Medium,54,53,50,0,Yes,3,Yes,Yes,Good,Yes
4RA13EE074,13,male,25,Rural,SSLC,SSLC,Medium,42,37,34,1,Yes,5,Yes,Yes,Good,No
4RA13EE075,13,female,24,Rural,PUC/Diploma,SSLC,Medium,81,70,63,0,Yes,1,Yes,No,Good,No
4RA13IS001,13,female,24,Rural,Degree,SSLC,Rich,90,86,83,0,Yes,4,Yes,Yes,Good,No
4RA13IS002,13,male,24,Urban,Degree,SSLC,Poor,47,37,35,0,No,2,No,No,Good,Yes
4RA13IS003,13,female,24,Rural,PUC/Diploma,PUC/Diploma,Poor,63,76,69,0,No,5,No,No,Poor,Yes
4RA13IS004,13,male,24,Rural,PUC/Diploma,SSLC,Medium,75,80,70,0,No,3,Yes,Yes,Poor,Yes
4RA13IS005,13,male,24,Rural,PUC/Diploma,PUC/Diploma,Rich,38,41,49,0,No,1,No,Yes,Good,No
4RA13IS006,13,female,25,Rural,PUC/Diploma,SSLC,Rich,39,47,32,1,Yes,5,Yes,Yes,Good,No
4RA13IS007,13,female,24,Urban,SSLC,Degree,Medium,79,64,73,0,Yes,2,No,No,Good,Yes
4RA13IS008,13,male,24,Rural,Degree,PUC/Diploma,Poor,75,65,78,0,Yes,1,Yes,No,Poor,No
4RA13IS010,13,male,24,Rural,Degree,Degree,Medium,46,48,35,0,Yes,5,No,No,Good,No
4RA13IS011,13,male,24,Rural,SSLC,SSLC,Rich,95,80,77,0,No,1,No,Yes,Poor,No
4RA13IS012,13,male,24,Urban,Degree,Degree,Medium,68,58,68,0,No,3,Yes,Yes,Good,Yes
4RA13IS013,13,female,24,Rural,Degree,PUC/Diploma,Medium,46,45,58,0,Yes,3,Yes,No,Good,Yes
4RA13IS014,13,male,24,Rural,SSLC,PUC/Diploma,Medium,72,86,79,0,Yes,4,No,No,Good,Yes
4RA13IS015,13,female,24,Rural,Degree,SSLC,Rich,74,64,68,0,Yes,4,Yes,Yes,Good,No
4RA13IS016,13,male,24,Rural,Degree,SSLC,Medium,45,39,47,0,Yes,3,No,Yes,Poor,Yes
4RA13IS018,13,female,24,Urban,PUC/Diploma,SSLC,Medium,71,64,56,0,No,4,Yes,No,Good,No
4RA13IS019,13,male,24,Urban,PUC/Diploma,PUC/Diploma,Medium,56,51,37,0,No,3,Yes,Yes,Poor,Yes
4RA13IS020,13,male,24,Rural,Degree,SSLC,Medium,58,43,43,0,Yes,5,No,No,Good,Yes
4RA13IS021,13,male,24,Rural,PUC/Diploma,SSLC,Medium,39,38,48,0,No,3,Yes,Yes,Poor,No
4RA13IS022,13,male,24,Rural,SSLC,SSLC,Medium,89,84,70,0,No,1,No,Yes,Good,No
4RA13IS023,13,female,24,Urban,SSLC,SSLC,Medium,45,47,35,0,No,2,Yes,Yes,Good,Yes
4RA13IS024,13,male,25,Urban,PUC/Diploma,PUC/Diploma,Medium,47,38,26,1,Yes,5,Yes,Yes,Poor,Yes
4RA13IS025,13,female,24,Rural,SSLC,SSLC,Poor,55,50,54,0,No,1,Yes,Yes,Good,No
4RA13IS027,13,male,24,Rural,SSLC,PUC/Diploma,Medium,76,65,72,0,No,3,Yes,Yes,Poor,No
4RA13IS028,13,male,24,Urban,SSLC,Degree,Medium,73,68,55,0,Yes,3,No,Yes,Poor,No
4RA13IS029,13,female,24,Urban,SSLC,PUC/Diploma,Medium,47,54,66,0,Yes,5,Yes,Yes,Good,Yes
4RA13IS030,13,male,24,Rural,Degree,PUC/Diploma,Rich,87,89,82,0,No,5,Yes,Yes,Good,Yes
4RA13IS031,13,female,24,Rural,SSLC,SSLC,Poor,48,49,44,0,Yes,5,No,Yes,Poor,No
4RA13IS033,13,male,24,Rural,SSLC,PUC/Diploma,Rich,70,81,81,0,Yes,2,No,Yes,Poor,Yes
4RA13IS034,13,male,23,Rural,PUC/Diploma,PUC/Diploma,Medium,82,81,80,0,No,3,Yes,No,Good,No
4RA13IS035,13,male,24,Urban,PUC/Diploma,Degree,Medium,54,47,47,0,Yes,3,No,Yes,Good,Yes
4RA13IS036,13,male,24,Urban,SSLC,SSLC,Rich,75,60,67,0,No,2,No,Yes,Poor,No
4RA13IS037,13,female,24,Urban,PUC/Diploma,SSLC,Rich,67,69,54,0,Yes,2,Yes,No,Good,No
4RA13IS038,13,female,24,Rural,PUC/Diploma,SSLC,Medium,69,74,73,0,No,1,Yes,No,Good,No
4RA13IS039,13,male,24,Rural,PUC/Diploma,SSLC,Poor,50,50,54,0,No,4,Yes,No,Good,Yes
4RA13IS040,13,female,24,Rural,SSLC,PUC/Diploma,Medium,35,49,38,0,Yes,3,No,No,Good,Yes
4RA13IS041,13,male,24,Urban,SSLC,PUC/Diploma,Poor,57,62,61,0,No,4,No,Yes,Good,Yes
4RA13IS042,13,female,24,Urban,PUC/Diploma,Degree,Medium,62,47,49,0,Yes,2,Yes,Yes,Good,Yes
4RA13IS043,13,male,25,Rural,PUC/Diploma,PUC/Diploma,Rich,34,44,50,1,No,5,No,No,Poor,No
4RA13IS044,13,female,27,Rural,PUC/Diploma,PUC/Diploma,Poor,34,34,49,2,Yes,3,Yes,Yes,Poor,No
4RA13IS045,13,male,24,Urban,SSLC,PUC/Diploma,Poor,54,64,51,0,Yes,3,Yes,Yes,Good,No
4RA13IS046,13,female,24,Urban,SSLC,Degree,Medium,76,86,69,0,Yes,4,No,Yes,Poor,No
4RA13IS047,13,female,24,Rural,SSLC,SSLC,Rich,63,57,65,0,No,1,Yes,Yes,Good,Yes
4RA13IS048,13,male,24,Rural,SSLC,SSLC,Poor,94,87,73,0,Yes,4,No,No,Good,No
4RA13IS049,13,male,24,Urban,SSLC,PUC/Diploma,Poor,95,81,71,0,No,2,No,No,Good,Yes
4RA13IS051,13,male,24,Rural,PUC/Diploma,SSLC,Medium,88,83,71,0,Yes,4,No,No,Good,No
4RA13IS052,13,female,24,Rural,SSLC,SSLC,Poor,89,74,70,0,Yes,3,No,No,Good,Yes
4RA13IS053,13,female,24,Urban,PUC/Diploma,SSLC,Rich,45,55,54,0,No,1,Yes,Yes,Good,No
4RA13IS054,13,female,25,Rural,SSLC,Degree,Medium,58,61,47,0,Yes,5,Yes,No,Poor,No
4RA13IS055,13,male,25,Rural,SSLC,SSLC,Poor,34,54,66,1,Yes,4,Yes,No,Poor,Yes
4RA13IS056,13,male,24,Urban,SSLC,Degree,Medium,64,68,60,0,Yes,5,No,No,Good,No
4RA13IS057,13,male,25,Urban,SSLC,SSLC,Medium,44,31,54,1,Yes,4,No,No,Poor,No
4RA13IS058,13,female,24,Rural,SSLC,PUC/Diploma,Medium,48,40,40,0,Yes,2,Yes,No,Good,No
4RA13IS059,13,male,24,Urban,SSLC,Degree,Rich,94,92,71,0,Yes,2,Yes,No,Good,No
4RA13IS060,13,male,24,Rural,Degree,PUC/Diploma,Medium,64,64,50,0,No,1,No,Yes,Good,Yes
4RA13IS061,13,female,24,Urban,SSLC,PUC/Diploma,Poor,84,79,67,0,Yes,5,No,Yes,Good,Yes
4RA13IS062,13,male,26,Rural,PUC/Diploma,SSLC,Medium,44,33,31,2,No,2,Yes,No,Good,Yes
4RA13IS063,13,female,24,Urban,SSLC,PUC/Diploma,Poor,86,85,73,0,Yes,2,Yes,No,Good,Yes
4RA13IS064,13,male,24,Urban,PUC/Diploma,PUC/Diploma,Medium,76,68,54,0,Yes,3,No,Yes,Good,Yes
4RA13IS065,13,female,24,Rural,PUC/Diploma,PUC/Diploma,Medium,68,77,76,0,Yes,4,Yes,No,Good,No
4RA13IS066,13,male,24,Urban,SSLC,PUC/Diploma,Medium,76,68,58,0,No,1,No,Yes,Poor,No
4RA13IS067,13,female,25,Rural,SSLC,Degree,Rich,40,42,32,1,No,2,Yes,No,Poor,Yes
4RA13IS068,13,male,24,Rural,PUC/Diploma,PUC/Diploma,Medium,54,54,48,0,Yes,5,No,Yes,Good,Yes
4RA13IS069,13,female,24,Rural,SSLC,PUC/Diploma,Medium,82,74,81,0,Yes,4,No,Yes,Good,No
4RA13IS070,13,female,24,Urban,Degree,PUC/Diploma,Medium,37,36,39,0,Yes,2,Yes,Yes,Poor,Yes
4RA13IS071,13,male,24,Urban,SSLC,SSLC,Rich,70,61,57,0,Yes,3,Yes,Yes,Good,No
4RA13IS072,13,male,24,Urban,PUC/Diploma,Degree,Medium,37,51,53,0,Yes,3,Yes,Yes,Good,Yes
4RA13IS073,13,female,24,Rural,SSLC,PUC/Diploma,Poor,58,48,38,0,No,4,No,No,Good,Yes
4RA13IS074,13,female,24,Urban,SSLC,Degree,Rich,76,69,58,0,No,1,No,Yes,Good,No
4RA13IS075,13,male,24,Rural,Degree,PUC/Diploma,Rich,46,45,38,0,No,1,No,No,Poor,Yes
4RA13ME001,13,male,24,Urban,PUC/Diploma,Degree,Poor,58,72,72,0,No,5,Yes,No,Poor,Yes
4RA13ME002,13,male,25,Urban,Degree,PUC/Diploma,Medium,35,44,33,1,No,5,No,Yes,Good,No
4RA13ME003,13,male,24,Rural,SSLC,Degree,Medium,41,37,38,0,Yes,5,No,No,Good,No
4RA13ME004,13,female,24,Urban,PUC/Diploma,Degree,Medium,51,66,75,0,Yes,5,No,No,Poor,Yes
4RA13ME005,13,female,24,Rural,SSLC,Degree,Medium,91,91,87,0,No,1,No,No,Good,No
4RA13ME006,13,male,24,Rural,SSLC,SSLC,Poor,74,71,77,0,Yes,1,Yes,Yes,Good,No
4RA13ME007,13,male,24,Urban,Degree,SSLC,Medium,67,52,52,0,No,2,No,No,Good,No
4RA13ME008,13,male,25,Urban,Degree,SSLC,Medium,68,76,81,0,No,4,No,Yes,Good,Yes
4RA13ME009,13,male,24,Rural,PUC/Diploma,PUC/Diploma,Medium,63,65,52,0,No,5,No,No,Poor,No
4RA13ME010,13,male,24,Rural,SSLC,SSLC,Medium,87,76,66,0,Yes,2,Yes,No,Good,Yes
4RA13ME011,13,male,26,Rural,SSLC,PUC/Diploma,Rich,43,30,32,2,No,3,No,No,Poor,No
4RA13ME012,13,female,24,Rural,SSLC,PUC/Diploma,Medium,78,69,63,0,No,5,Yes,Yes,Good,Yes
4RA13ME013,13,male,26,Rural,SSLC,Degree,Rich,34,39,30,2,Yes,2,No,No,Good,No
4RA13ME014,13,female,24,Urban,PUC/Diploma,PUC/Diploma,Rich,43,45,45,0,Yes,3,Yes,No,Good,Yes
4RA13ME015,13,male,24,Rural,PUC/Diploma,SSLC,Medium,50,48,38,0,No,3,No,No,Good,Yes
4RA13ME016,13,female,24,Urban,SSLC,Degree,Medium,87,92,69,0,No,5,No,No,Good,Yes
4RA13ME017,13,male,24,Rural,PUC/Diploma,SSLC,Rich,49,44,50,0,No,2,No,No,Good,No
4RA13ME018,13,male,24,Rural,PUC/Diploma,PUC/Diploma,Rich,89,78,72,0,No,4,Yes,Yes,Poor,Yes
4RA13ME019,13,male,24,Urban,PUC/Diploma,SSLC,Medium,71,80,70,0,No,2,Yes,No,Poor,No
4RA13ME020,13,male,24,Rural,PUC/Diploma,SSLC,Rich,53,57,60,0,No,4,No,No,Good,No
4RA13ME022,13,male,24,Rural,PUC/Diploma,PUC/Diploma,Medium,70,76,65,0,No,3,Yes,No,Good,No
4RA13ME023,13,female,24,Urban,Degree,Degree,Poor,96,83,69,0,No,3,No,No,Good,Yes
4RA13ME024,13,male,24,Urban,SSLC,PUC/Diploma,Medium,68,53,54,0,No,2,Yes,Yes,Good,No
4RA13ME025,13,male,24,Rural,PUC/Diploma,PUC/Diploma,Medium,47,38,37,0,Yes,4,Yes,No,Good,Yes
4RA13ME026,13,male,24,Urban,PUC/Diploma,Degree,Medium,50,61,46,0,Yes,4,No,No,Good,Yes
4RA13ME027,13,male,24,Rural,SSLC,PUC/Diploma,Medium,84,71,82,0,Yes,3,No,No,Poor,Yes
4RA13ME028,13,female,24,Urban,Degree,SSLC,Medium,68,72,69,0,No,1,Yes,No,Good,Yes
4RA13ME030,13,female,24,Rural,SSLC,PUC/Diploma,Poor,73,61,56,0,Yes,4,Yes,No,Good,Yes
4RA13ME032,13,male,24,Rural,Degree,PUC/Diploma,Rich,68,83,68,0,No,3,No,Yes,Good,Yes
4RA13ME033,13,male,24,Urban,PUC/Diploma,PUC/Diploma,Medium,96,93,82,0,Yes,4,Yes,Yes,Poor,Yes
4RA13ME034,13,male,24,Urban,PUC/Diploma,SSLC,Poor,46,37,44,0,Yes,5,Yes,Yes,Good,Yes
4RA13ME035,13,male,25,Rural,Degree,SSLC,Medium,36,22,37,1,Yes,4,Yes,No,Good,Yes
4RA13ME036,13,female,25,Urban,PUC/Diploma,SSLC,Medium,44,35,30,1,No,1,No,No,Good,Yes
4RA13ME037,13,male,24,Rural,PUC/Diploma,PUC/Diploma,Rich,48,36,39,0,No,2,No,Yes,Good,No
4RA13ME038,13,male,25,Rural,SSLC,PUC/Diploma,Rich,37,38,26,1,Yes,4,Yes,Yes,Poor,No
4RA13ME039,13,male,25,Urban,SSLC,PUC/Diploma,Medium,47,45,42,0,Yes,4,Yes,No,Good,No
4RA13ME040,13,female,26,Rural,Degree,PUC/Diploma,Poor,40,34,29,2,Yes,5,Yes,Yes,Good,No
4RA13ME041,13,female,25,Rural,SSLC,Degree,Rich,33,51,36,1,Yes,5,No,Yes,Good,Yes
4RA13ME042,13,male,26,Rural,PUC/Diploma,PUC/Diploma,Medium,34,40,32,2,No,3,No,Yes,Good,Yes
4RA13ME043,13,male,24,Rural,SSLC,PUC/Diploma,Rich,63,76,71,0,No,2,Yes,Yes,Good,No
4RA13ME044,13,male,24,Urban,PUC/Diploma,Degree,Medium,42,53,63,0,No,4,Yes,No,Good,Yes
4RA13ME045,13,male,24,Urban,SSLC,PUC/Diploma,Medium,36,25,49,1,Yes,3,Yes,No,Good,No
4RA13ME046,13,female,24,Urban,PUC/Diploma,PUC/Diploma,Medium,52,62,71,0,Yes,5,No,No,Good,Yes
4RA13ME047,13,male,24,Rural,PUC/Diploma,PUC/Diploma,Medium,49,60,56,0,No,1,Yes,Yes,Poor,Yes
4RA13ME048,13,male,24,Urban,SSLC,SSLC,Medium,88,75,71,0,No,2,Yes,Yes,Good,No
4RA13ME049,13,male,24,Urban,SSLC,PUC/Diploma,Medium,92,84,79,0,Yes,3,Yes,No,Good,Yes
4RA13ME050,13,female,24,Urban,SSLC,PUC/Diploma,Medium,51,57,61,0,No,2,No,No,Poor,Yes
4RA13ME051,13,male,24,Urban,SSLC,PUC/Diploma,Rich,78,86,72,0,No,2,Yes,No,Poor,No
4RA13ME052,13,female,24,Urban,SSLC,PUC/Diploma,Medium,74,88,76,0,Yes,2,Yes,No,Good,Yes
4RA13ME053,13,male,24,Rural,SSLC,SSLC,Medium,84,81,79,0,Yes,1,No,Yes,Good,No
4RA13ME054,13,male,24,Rural,Degree,PUC/Diploma,Poor,70,61,70,0,Yes,5,No,Yes,Poor,Yes
4RA13ME055,13,female,24,Urban,PUC/Diploma,PUC/Diploma,Medium,90,81,67,0,No,4,No,No,Good,No
4RA13ME056,13,male,24,Rural,PUC/Diploma,PUC/Diploma,Medium,91,93,74,0,Yes,4,No,Yes,Poor,Yes
4RA13ME057,13,female,24,Rural,SSLC,PUC/Diploma,Medium,81,83,80,0,No,3,No,No,Good,No
4RA13ME059,13,female,24,Urban,PUC/Diploma,PUC/Diploma,Medium,89,77,76,0,No,1,Yes,No,Good,Yes
4RA13ME060,13,male,24,Urban,SSLC,SSLC,Medium,75,89,74,0,No,4,Yes,Yes,Good,Yes
4RA13ME061,13,male,24,Rural,PUC/Diploma,PUC/Diploma,Poor,43,35,40,0,No,1,No,No,Good,No
4RA13ME062,13,female,24,Urban,PUC/Diploma,PUC/Diploma,Rich,76,69,83,0,Yes,4,No,No,Good,No
4RA13ME063,13,female,24,Urban,SSLC,PUC/Diploma,Poor,66,73,64,0,Yes,5,No,No,Good,Yes
4RA13ME064,13,female,24,Urban,PUC/Diploma,PUC/Diploma,Medium,52,48,58,0,Yes,3,No,No,Poor,Yes
4RA13ME065,13,male,24,Rural,SSLC,SSLC,Medium,48,58,53,0,Yes,1,No,No,Good,Yes
4RA13ME067,13,female,24,Rural,Degree,PUC/Diploma,Rich,89,79,79,0,No,1,No,Yes,Good,Yes
4RA13ME068,13,female,24,Rural,SSLC,PUC/Diploma,Rich,80,67,53,0,No,1,No,No,Good,No
4RA13ME069,13,male,24,Rural,PUC/Diploma,PUC/Diploma,Medium,40,43,49,0,Yes,1,No,No,Good,Yes
4RA13ME070,13,female,24,Rural,Degree,PUC/Diploma,Poor,77,91,83,0,No,5,Yes,Yes,Good,Yes
4RA13ME071,13,male,24,Urban,SSLC,PUC/Diploma,Poor,85,82,76,0,Yes,4,Yes,Yes,Good,Yes
4RA13ME073,13,male,24,Rural,SSLC,SSLC,Medium,44,55,65,0,Yes,1,Yes,Yes,Good,No
4RA13ME074,13,male,24,Rural,PUC/Diploma,PUC/Diploma,Medium,40,48,57,0,Yes,5,No,Yes,Good,No
4RA13ME075,13,female,25,Rural,SSLC,Degree,Rich,51,54,55,0,Yes,4,No,Yes,Good,Yes
4RA14CS001,14,female,23,Urban,PUC/Diploma,PUC/Diploma,Medium,57,69,60,0,No,2,Yes,Yes,Poor,Yes
4RA14CS002,14,female,23,Rural,PUC/Diploma,SSLC,Poor,54,67,80,0,No,5,No,Yes,Good,No
4RA14CS003,14,female,23,Urban,PUC/Diploma,PUC/Diploma,Poor,43,36,45,0,No,3,Yes,Yes,Good,Yes
4RA14CS004,14,male,23,Urban,Degree,Degree,Medium,86,85,79,0,No,2,Yes,No,Good,Yes
4RA14CS005,14,male,23,Urban,PUC/Diploma,SSLC,Rich,60,61,76,0,Yes,1,Yes,Yes,Good,Yes
4RA14CS006,14,male,24,Rural,SSLC,PUC/Diploma,Medium,35,44,31,1,Yes,1,No,Yes,Good,Yes
4RA14CS007,14,male,23,Urban,SSLC,PUC/Diploma,Medium,67,69,83,0,No,1,No,No,Good,Yes
4RA14CS008,14,female,23,Urban,PUC/Diploma,Degree,Medium,59,68,64,0,Yes,1,Yes,Yes,Good,Yes
4RA14CS009,14,female,23,Urban,PUC/Diploma,PUC/Diploma,Rich,63,63,63,0,No,4,No,No,Good,No
4RA14CS010,14,female,23,Urban,SSLC,Degree,Rich,52,48,44,0,Yes,4,No,No,Good,Yes
4RA14CS011,14,female,23,Rural,PUC/Diploma,PUC/Diploma,Medium,87,84,75,0,No,2,No,No,Poor,No
4RA14CS012,14,male,23,Urban,PUC/Diploma,Degree,Medium,39,42,57,0,Yes,5,No,No,Good,No
4RA14CS013,14,female,24,Urban,SSLC,Degree,Rich,36,22,45,1,No,5,Yes,No,Good,No
4RA14CS015,14,male,23,Rural,Degree,PUC/Diploma,Medium,67,71,68,0,No,4,Yes,Yes,Poor,Yes
4RA14CS016,14,female,23,Urban,SSLC,SSLC,Poor,85,78,75,0,No,2,Yes,No,Poor,Yes
4RA14CS017,14,female,25,Rural,PUC/Diploma,SSLC,Medium,38,30,33,2,Yes,4,No,Yes,Good,Yes
4RA14CS018,14,male,23,Rural,Degree,PUC/Diploma,Medium,83,83,69,0,Yes,2,Yes,No,Poor,No
4RA14CS019,14,female,23,Rural,PUC/Diploma,Degree,Medium,52,52,54,0,No,5,Yes,No,Good,Yes
4RA14CS020,14,male,23,Urban,SSLC,SSLC,Rich,50,51,62,0,Yes,4,Yes,No,Good,Yes
4RA14CS021,14,male,23,Rural,SSLC,PUC/Diploma,Rich,81,68,65,0,No,1,No,Yes,Poor,No
4RA14CS022,14,female,23,Urban,PUC/Diploma,PUC/Diploma,Poor,90,86,69,0,No,5,Yes,No,Good,No
4RA14CS023,14,female,23,Rural,SSLC,PUC/Diploma,Medium,62,54,49,0,No,5,No,No,Good,No
4RA14CS024,14,female,23,Urban,SSLC,PUC/Diploma,Medium,55,48,52,0,No,2,Yes,No,Good,Yes
4RA14CS025,14,female,23,Rural,PUC/Diploma,SSLC,Poor,92,87,73,0,Yes,5,Yes,Yes,Poor,No
4RA14CS026,14,male,23,Rural,PUC/Diploma,PUC/Diploma,Rich,74,83,77,0,Yes,3,Yes,No,Good,No
4RA14CS027,14,female,23,Rural,SSLC,SSLC,Rich,62,48,56,0,Yes,4,No,No,Poor,Yes
4RA14CS028,14,male,25,Urban,SSLC,PUC/Diploma,Rich,33,35,21,2,No,3,Yes,No,Poor,Yes
4RA14CS029,14,male,23,Urban,SSLC,Degree,Rich,75,89,82,0,No,1,Yes,No,Good,No
4RA14CS030,14,female,23,Rural,SSLC,SSLC,Medium,48,54,50,0,Yes,4,Yes,No,Good,Yes
4RA14CS031,14,female,23,Urban,PUC/Diploma,PUC/Diploma,Poor,69,84,76,0,No,4,No,Yes,Poor,Yes
4RA14CS032,14,female,23,Rural,SSLC,PUC/Diploma,Rich,53,62,74,0,No,4,No,Yes,Good,Yes
4RA14CS033,14,female,23,Rural,PUC/Diploma,PUC/Diploma,Rich,54,54,68,0,No,2,No,No,Good,Yes
4RA14CS034,14,male,23,Urban,SSLC,SSLC,Medium,69,79,67,0,Yes,3,Yes,Yes,Good,Yes
4RA14CS035,14,male,23,Urban,SSLC,SSLC,Poor,80,79,70,0,No,1,No,No,Good,Yes
